antibiotic	measurement_value	resistant_phenotype	evidence	genome_id	genome_name	laboratory_typing_method	taxon_id	measurement_sign	measurement_unit
ceftriaxone	8	Susceptible	Laboratory Method	470.7533	Acinetobacter baumannii strain MRSN15045	Broth dilution	470	<=	mg/L
tigecycline	2	Susceptible	Laboratory Method	470.1772	Acinetobacter baumannii strain ORAB23	Broth dilution	470		mg/L
ampicillin/sulbactam	8/4	Susceptible	Laboratory Method	470.7834	Acinetobacter baumannii strain MRSN7419	Broth dilution	470	<=	mg/L
ampicillin/sulbactam	2/1	Susceptible	Laboratory Method	470.7510	Acinetobacter baumannii strain MRSN11819	Broth dilution	470	<=	mg/L
gentamicin	1	Susceptible	Laboratory Method	470.7510	Acinetobacter baumannii strain MRSN11819	Broth dilution	470	<=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.7693	Acinetobacter baumannii strain MRSN7238	Broth dilution	470	<=	mg/L
ampicillin/sulbactam	4/2	Susceptible	Laboratory Method	470.8013	Acinetobacter baumannii strain MRSN7713	Broth dilution	470	=	mg/L
gentamicin	1	Susceptible	Laboratory Method	470.7791	Acinetobacter baumannii strain MRSN7368	Broth dilution	470	<=	mg/L
ciprofloxacin	1	Susceptible	Laboratory Method	470.1558	Acinetobacter baumannii strain MRSN20755	Broth dilution	470	=	mg/L
tetracycline	2	Susceptible	Laboratory Method	470.7876	Acinetobacter baumannii strain MRSN7486	Broth dilution	470	<=	mg/L
imipenem	1	Susceptible	Laboratory Method	470.7682	Acinetobacter baumannii strain MRSN7224	Broth dilution	470	<=	mg/L
tetracycline	4	Susceptible	Laboratory Method	470.7653	Acinetobacter baumannii strain MRSN7170	Broth dilution	470	=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.7800	Acinetobacter baumannii strain MRSN7380	Broth dilution	470	<=	mg/L
amikacin		Susceptible	Laboratory Method	470.8395	Acinetobacter baumannii strain Pesh-05		470		
ciprofloxacin	0.5	Susceptible	Laboratory Method	470.7422	Acinetobacter baumannii strain MRSN11671	Broth dilution	470	<=	mg/L
gentamicin	4	Susceptible	Laboratory Method	470.7512	Acinetobacter baumannii strain MRSN11821	Broth dilution	470	<=	mg/L
trimethoprim/sulfamethoxazole	1/19	Susceptible	Laboratory Method	470.7577	Acinetobacter baumannii strain MRSN2830	Broth dilution	470	<=	mg/L
tobramycin	2	Susceptible	Laboratory Method	470.7862	Acinetobacter baumannii strain MRSN7469	Broth dilution	470	=	mg/L
tigecycline	2	Susceptible	Laboratory Method	470.7446	Acinetobacter baumannii strain MRSN11720	Broth dilution	470	=	mg/L
ampicillin/sulbactam	4/2	Susceptible	Laboratory Method	470.7665	Acinetobacter baumannii strain MRSN7202	Broth dilution	470	=	mg/L
doripenem	1	Susceptible	Laboratory Method	470.7503	Acinetobacter baumannii strain MRSN11806	Broth dilution	470	=	mg/L
levofloxacin	0.12	Susceptible	Laboratory Method	470.7769	Acinetobacter baumannii strain MRSN7345	Broth dilution	470	<=	mg/L
ceftriaxone	8	Susceptible	Laboratory Method	470.7577	Acinetobacter baumannii strain MRSN2830	Broth dilution	470	<=	mg/L
ampicillin/sulbactam	4/2	Susceptible	Laboratory Method	470.7638	Acinetobacter baumannii strain MRSN7155	Broth dilution	470	=	mg/L
ceftazidime	8	Susceptible	Laboratory Method	470.7673	Acinetobacter baumannii strain MRSN7214	Broth dilution	470	=	mg/L
tobramycin	2	Susceptible	Laboratory Method	470.7909	Acinetobacter baumannii strain MRSN7543	Broth dilution	470	=	mg/L
meropenem	2	Susceptible	Laboratory Method	470.7514	Acinetobacter baumannii strain MRSN11823	Broth dilution	470	=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.7740	Acinetobacter baumannii strain MRSN7299	Broth dilution	470	<=	mg/L
amikacin	4	Susceptible	Laboratory Method	470.7771	Acinetobacter baumannii strain MRSN7347	Broth dilution	470	<=	mg/L
gentamicin	2	Susceptible	Laboratory Method	470.7557	Acinetobacter baumannii strain MRSN15087	Broth dilution	470	=	mg/L
ampicillin/sulbactam	8/4	Susceptible	Laboratory Method	470.7806	Acinetobacter baumannii strain MRSN7387	Broth dilution	470	=	mg/L
imipenem	2	Susceptible	Laboratory Method	470.7514	Acinetobacter baumannii strain MRSN11823	Broth dilution	470	=	mg/L
minocycline	2	Susceptible	Laboratory Method	470.2242	Acinetobacter baumannii strain CCF38		470	<=	mg/L
meropenem		Susceptible	Laboratory Method	470.687	Acinetobacter baumannii ABUH81364		470		
trimethoprim/sulfamethoxazole	2/38	Susceptible	Laboratory Method	470.7516	Acinetobacter baumannii strain MRSN11826	Broth dilution	470	<=	mg/L
ceftazidime		Susceptible	Laboratory Method	470.664	Acinetobacter baumannii ABUH106429		470		
amikacin	8	Susceptible	Laboratory Method	470.7930	Acinetobacter baumannii strain MRSN7574	Broth dilution	470	<=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.8036	Acinetobacter baumannii strain MRSN7760	Broth dilution	470	<=	mg/L
tobramycin	2	Susceptible	Laboratory Method	470.7755	Acinetobacter baumannii strain MRSN7322	Broth dilution	470	=	mg/L
ciprofloxacin	0.5	Susceptible	Laboratory Method	470.7438	Acinetobacter baumannii strain MRSN11707	Broth dilution	470	<=	mg/L
polymyxin B	1	Susceptible	Laboratory Method	470.7370	Acinetobacter baumannii strain BL21	Broth dilution	470	=	mg/L
ciprofloxacin	1	Susceptible	Laboratory Method	470.7600	Acinetobacter baumannii strain MRSN7099	Broth dilution	470	=	mg/L
imipenem	2	Susceptible	Laboratory Method	470.7775	Acinetobacter baumannii strain MRSN7351	Broth dilution	470	=	mg/L
imipenem	2	Susceptible	Laboratory Method	470.7496	Acinetobacter baumannii strain MRSN11793	Broth dilution	470	=	mg/L
tobramycin	1	Susceptible	Laboratory Method	470.7576	Acinetobacter baumannii strain MRSN2821	Broth dilution	470	<=	mg/L
moxifloxacin	0.25	Susceptible	Laboratory Method	470.7513	Acinetobacter baumannii strain MRSN11822	Broth dilution	470	<=	mg/L
cefotaxime	8	Susceptible	Laboratory Method	470.7559	Acinetobacter baumannii strain MRSN15088	Broth dilution	470	=	mg/L
imipenem	4	Susceptible	Laboratory Method	470.7718	Acinetobacter baumannii strain MRSN7271	Broth dilution	470	=	mg/L
ampicillin/sulbactam	4/2	Susceptible	Laboratory Method	470.7467	Acinetobacter baumannii strain MRSN11750	Broth dilution	470	=	mg/L
polymyxin B	1	Susceptible	Laboratory Method	470.7353	Acinetobacter baumannii strain BL04	Broth dilution	470	=	mg/L
imipenem	4	Susceptible	Laboratory Method	470.7559	Acinetobacter baumannii strain MRSN15088	Broth dilution	470	=	mg/L
ceftazidime	4	Susceptible	Laboratory Method	470.7918	Acinetobacter baumannii strain MRSN7557	Broth dilution	470	=	mg/L
amikacin	16	Susceptible	Laboratory Method	470.1556	Acinetobacter baumannii strain MRSN20315	Broth dilution	470	<=	mg/L
polymyxin B	1	Susceptible	Laboratory Method	470.7359	Acinetobacter baumannii strain BL10	Broth dilution	470	=	mg/L
gentamicin	1	Susceptible	Laboratory Method	470.7417	Acinetobacter baumannii strain MRSN11650	Broth dilution	470	<=	mg/L
imipenem	2	Susceptible	Laboratory Method	470.7532	Acinetobacter baumannii strain MRSN15044	Broth dilution	470	=	mg/L
ciprofloxacin	0.5	Susceptible	Laboratory Method	470.7741	Acinetobacter baumannii strain MRSN7301	Broth dilution	470	<=	mg/L
tigecycline	1	Susceptible	Laboratory Method	470.7479	Acinetobacter baumannii strain MRSN11766	Broth dilution	470	=	mg/L
tetracycline	4	Susceptible	Laboratory Method	470.7615	Acinetobacter baumannii strain MRSN7126	Broth dilution	470	=	mg/L
levofloxacin	1	Susceptible	Laboratory Method	470.7530	Acinetobacter baumannii strain MRSN15042	Broth dilution	470	<=	mg/L
tigecycline	2	Susceptible	Laboratory Method	470.1324	Acinetobacter baumannii strain ORAB09	Broth dilution	470		mg/L
ampicillin/sulbactam	8/4	Susceptible	Laboratory Method	470.1565	Acinetobacter baumannii strain MRSN6273	Broth dilution	470	=	mg/L
imipenem	4	Susceptible	Laboratory Method	470.7744	Acinetobacter baumannii strain MRSN7305	Broth dilution	470	=	mg/L
tetracycline	4	Susceptible	Laboratory Method	470.7935	Acinetobacter baumannii strain MRSN7580	Broth dilution	470	=	mg/L
gentamicin	4	Susceptible	Laboratory Method	470.7339	Acinetobacter baumannii strain 171	Broth dilution	470	=	mg/L
amikacin	4	Susceptible	Laboratory Method	470.7781	Acinetobacter baumannii strain MRSN7357	Broth dilution	470	<=	mg/L
meropenem	0.25	Susceptible	Laboratory Method	470.7571	Acinetobacter baumannii strain MRSN2009	Broth dilution	470	<=	mg/L
tobramycin	1	Susceptible	Laboratory Method	470.7533	Acinetobacter baumannii strain MRSN15045	Broth dilution	470	<=	mg/L
colistin		Susceptible	Laboratory Method	470.16316	Acinetobacter baumannii 184_n	Disk diffusion	470		
meropenem	1	Susceptible	Laboratory Method	470.7453	Acinetobacter baumannii strain MRSN11729	Broth dilution	470	=	mg/L
amikacin	16	Susceptible	Laboratory Method	470.8105	Acinetobacter baumannii strain MRSN939	Broth dilution	470	=	mg/L
ampicillin/sulbactam	4/2	Susceptible	Laboratory Method	470.7860	Acinetobacter baumannii strain MRSN7467	Broth dilution	470	=	mg/L
ceftazidime	4	Susceptible	Laboratory Method	470.7876	Acinetobacter baumannii strain MRSN7486	Broth dilution	470	=	mg/L
ciprofloxacin	1	Susceptible	Laboratory Method	470.7523	Acinetobacter baumannii strain MRSN1439	Broth dilution	470	=	mg/L
tobramycin	2	Susceptible	Laboratory Method	470.7603	Acinetobacter baumannii strain MRSN7108	Broth dilution	470	=	mg/L
imipenem		Susceptible	Laboratory Method	470.742	Acinetobacter baumannii ABUH23685		470		
tobramycin	4	Susceptible	Laboratory Method	470.7933	Acinetobacter baumannii strain MRSN7578	Broth dilution	470	=	mg/L
ciprofloxacin	0.5	Susceptible	Laboratory Method	470.7458	Acinetobacter baumannii strain MRSN11738	Broth dilution	470	<=	mg/L
tigecycline	2	Susceptible	Laboratory Method	470.7354	Acinetobacter baumannii strain BL05	Broth dilution	470	=	mg/L
ampicillin/sulbactam	2/1	Susceptible	Laboratory Method	470.7534	Acinetobacter baumannii strain MRSN15046	Broth dilution	470	<=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.7682	Acinetobacter baumannii strain MRSN7224	Broth dilution	470	<=	mg/L
tobramycin	4	Susceptible	Laboratory Method	470.7807	Acinetobacter baumannii strain MRSN7388	Broth dilution	470	=	mg/L
tobramycin	1	Susceptible	Laboratory Method	470.7462	Acinetobacter baumannii strain MRSN11745	Broth dilution	470	<=	mg/L
amikacin	4	Susceptible	Laboratory Method	470.7850	Acinetobacter baumannii strain MRSN7455	Broth dilution	470	<=	mg/L
ceftazidime	8	Susceptible	Laboratory Method	470.7810	Acinetobacter baumannii strain MRSN7391	Broth dilution	470	=	mg/L
levofloxacin	1	Susceptible	Laboratory Method	470.7736	Acinetobacter baumannii strain MRSN7295	Broth dilution	470	<=	mg/L
imipenem	2	Susceptible	Laboratory Method	470.7928	Acinetobacter baumannii strain MRSN7570	Broth dilution	470	=	mg/L
tigecycline	2	Susceptible	Laboratory Method	470.7484	Acinetobacter baumannii strain MRSN11772	Broth dilution	470	=	mg/L
tobramycin	2	Susceptible	Laboratory Method	470.7447	Acinetobacter baumannii strain MRSN11721	Broth dilution	470	=	mg/L
ciprofloxacin	0.5	Susceptible	Laboratory Method	470.7478	Acinetobacter baumannii strain MRSN11765	Broth dilution	470	<=	mg/L
ciprofloxacin	0.5	Susceptible	Laboratory Method	470.7559	Acinetobacter baumannii strain MRSN15088	Broth dilution	470	<=	mg/L
doripenem	0.5	Susceptible	Laboratory Method	470.7635	Acinetobacter baumannii strain MRSN7150	Broth dilution	470	<=	mg/L
moxifloxacin	0.25	Susceptible	Laboratory Method	470.8067	Acinetobacter baumannii strain MRSN7828	Broth dilution	470	<=	mg/L
tobramycin	2	Susceptible	Laboratory Method	470.7434	Acinetobacter baumannii strain MRSN11700	Broth dilution	470	=	mg/L
colistin	2	Susceptible	Laboratory Method	470.7399	Acinetobacter baumannii strain FDA-CDC-AR_0299	Broth dilution	470	=	mg/L
tigecycline	1	Susceptible	Laboratory Method	470.7541	Acinetobacter baumannii strain MRSN15068	Broth dilution	470	=	mg/L
imipenem	1	Susceptible	Laboratory Method	470.7412	Acinetobacter baumannii strain FDA-CDC-AR_0312	Broth dilution	470	=	mg/L
doxycycline		Susceptible	Laboratory Method	470.6205	Acinetobacter baumannii strain AB_191	Disk diffusion	470		
ampicillin/sulbactam	4/2	Susceptible	Laboratory Method	470.7567	Acinetobacter baumannii strain MRSN1987	Broth dilution	470	=	mg/L
tetracycline	4	Susceptible	Laboratory Method	470.7533	Acinetobacter baumannii strain MRSN15045	Broth dilution	470	<=	mg/L
doripenem	1	Susceptible	Laboratory Method	470.7636	Acinetobacter baumannii strain MRSN7153	Broth dilution	470	=	mg/L
imipenem	2	Susceptible	Laboratory Method	470.8032	Acinetobacter baumannii strain MRSN7752	Broth dilution	470	=	mg/L
gentamicin	4	Susceptible	Laboratory Method	470.2261	Acinetobacter baumannii strain CCF35		470	<=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.7428	Acinetobacter baumannii strain MRSN11684	Broth dilution	470	<=	mg/L
imipenem		Susceptible	Laboratory Method	470.16347	Acinetobacter baumannii 338_ax	Disk diffusion	470		
imipenem	1	Susceptible	Laboratory Method	470.7999	Acinetobacter baumannii strain MRSN7693	Broth dilution	470	<=	mg/L
imipenem	2	Susceptible	Laboratory Method	470.7623	Acinetobacter baumannii strain MRSN7134	Broth dilution	470	=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.7778	Acinetobacter baumannii strain MRSN7354	Broth dilution	470	<=	mg/L
ciprofloxacin	0.5	Susceptible	Laboratory Method	470.7859	Acinetobacter baumannii strain MRSN7465	Broth dilution	470	<=	mg/L
tobramycin	4	Susceptible	Laboratory Method	470.7795	Acinetobacter baumannii strain MRSN7375	Broth dilution	470	=	mg/L
ceftazidime	4	Susceptible	Laboratory Method	470.7552	Acinetobacter baumannii strain MRSN15082	Broth dilution	470	=	mg/L
tobramycin	4	Susceptible	Laboratory Method	470.8071	Acinetobacter baumannii strain MRSN7834	Broth dilution	470	=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.7891	Acinetobacter baumannii strain MRSN7508	Broth dilution	470	<=	mg/L
tobramycin	0.5	Susceptible	Laboratory Method	470.2847	Acinetobacter baumannii strain AR_0045	Broth dilution	470	<=	mg/L
ceftazidime	4	Susceptible	Laboratory Method	470.1550	Acinetobacter baumannii strain MRSN16901	Broth dilution	470	=	mg/L
tigecycline	0.5	Susceptible	Laboratory Method	470.1552	Acinetobacter baumannii strain MRSN16898	Broth dilution	470	<=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.7998	Acinetobacter baumannii strain MRSN7690	Broth dilution	470	<=	mg/L
ampicillin/sulbactam	8/4	Susceptible	Laboratory Method	470.7453	Acinetobacter baumannii strain MRSN11729	Broth dilution	470	<=	mg/L
tobramycin	1	Susceptible	Laboratory Method	470.7975	Acinetobacter baumannii strain MRSN7655	Broth dilution	470	<=	mg/L
ciprofloxacin	0.25	Susceptible	Laboratory Method	470.7975	Acinetobacter baumannii strain MRSN7655	Broth dilution	470	<=	mg/L
imipenem	1	Susceptible	Laboratory Method	470.7632	Acinetobacter baumannii strain MRSN7147	Broth dilution	470	<=	mg/L
meropenem		Susceptible	Laboratory Method	470.1336	Acinetobacter baumannii UH592_583		470		
imipenem		Susceptible	Laboratory Method	470.16309	Acinetobacter baumannii 91_an	Disk diffusion	470		
tetracycline	4	Susceptible	Laboratory Method	470.7899	Acinetobacter baumannii strain MRSN7517	Broth dilution	470	=	mg/L
meropenem	4	Susceptible	Laboratory Method	470.7773	Acinetobacter baumannii strain MRSN7349	Broth dilution	470	<=	mg/L
colistin		Susceptible	Laboratory Method	470.16252	Acinetobacter baumannii BAL_315	Disk diffusion	470		
colistin	1	Susceptible	Laboratory Method	470.2845	Acinetobacter baumannii strain AR_0033	Broth dilution	470	=	mg/L
levofloxacin	0.5	Susceptible	Laboratory Method	470.7675	Acinetobacter baumannii strain MRSN7217	Broth dilution	470	=	mg/L
tobramycin	4	Susceptible	Laboratory Method	470.7375	Acinetobacter baumannii strain FDA-CDC-AR_0274	Broth dilution	470	=	mg/L
imipenem	1	Susceptible	Laboratory Method	470.7638	Acinetobacter baumannii strain MRSN7155	Broth dilution	470	<=	mg/L
imipenem	2	Susceptible	Laboratory Method	470.7934	Acinetobacter baumannii strain MRSN7579	Broth dilution	470	=	mg/L
ceftazidime	8	Susceptible	Laboratory Method	470.7722	Acinetobacter baumannii strain MRSN7277	Broth dilution	470	=	mg/L
imipenem		Susceptible	Laboratory Method	470.6211	Acinetobacter baumannii strain AB_194	Disk diffusion	470		
ampicillin/sulbactam	4/2	Susceptible	Laboratory Method	470.7963	Acinetobacter baumannii strain MRSN7637	Broth dilution	470	=	mg/L
tobramycin	1	Susceptible	Laboratory Method	470.7517	Acinetobacter baumannii strain MRSN1308	Broth dilution	470	<=	mg/L
imipenem	1	Susceptible	Laboratory Method	470.7651	Acinetobacter baumannii strain MRSN7168	Broth dilution	470	<=	mg/L
ciprofloxacin	0.5	Susceptible	Laboratory Method	470.7546	Acinetobacter baumannii strain MRSN15075	Broth dilution	470	<=	mg/L
ampicillin/sulbactam	4/2	Susceptible	Laboratory Method	470.8032	Acinetobacter baumannii strain MRSN7752	Broth dilution	470	=	mg/L
ceftazidime		Susceptible	Laboratory Method	470.16251	Acinetobacter baumannii BAL_311	Disk diffusion	470		
colistin	1	Susceptible	Laboratory Method	470.7361	Acinetobacter baumannii strain BL12	Broth dilution	470	=	mg/L
tigecycline	0.5	Susceptible	Laboratory Method	470.7417	Acinetobacter baumannii strain MRSN11650	Broth dilution	470	<=	mg/L
tetracycline	4	Susceptible	Laboratory Method	470.7533	Acinetobacter baumannii strain MRSN15045	Broth dilution	470	=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.7894	Acinetobacter baumannii strain MRSN7511	Broth dilution	470	<=	mg/L
levofloxacin	1	Susceptible	Laboratory Method	470.7772	Acinetobacter baumannii strain MRSN7348	Broth dilution	470	<=	mg/L
tobramycin	4	Susceptible	Laboratory Method	470.7850	Acinetobacter baumannii strain MRSN7455	Broth dilution	470	=	mg/L
ceftazidime	4	Susceptible	Laboratory Method	470.7512	Acinetobacter baumannii strain MRSN11821	Broth dilution	470	=	mg/L
gentamicin		Susceptible	Laboratory Method	470.16202	Acinetobacter baumannii BAL_087	Disk diffusion	470		
ceftazidime	4	Susceptible	Laboratory Method	470.7576	Acinetobacter baumannii strain MRSN2821	Broth dilution	470	=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.8019	Acinetobacter baumannii strain MRSN7722	Broth dilution	470	<=	mg/L
imipenem	1	Susceptible	Laboratory Method	470.7938	Acinetobacter baumannii strain MRSN7586	Broth dilution	470	<=	mg/L
ampicillin/sulbactam	2/1	Susceptible	Laboratory Method	470.7594	Acinetobacter baumannii strain MRSN7080	Broth dilution	470	<=	mg/L
tigecycline	0.5	Susceptible	Laboratory Method	470.7509	Acinetobacter baumannii strain MRSN11816	Broth dilution	470	<=	mg/L
ampicillin/sulbactam	4/2	Susceptible	Laboratory Method	470.7537	Acinetobacter baumannii strain MRSN15064	Broth dilution	470	=	mg/L
tobramycin	2	Susceptible	Laboratory Method	470.7482	Acinetobacter baumannii strain MRSN11770	Broth dilution	470	=	mg/L
colistin		Susceptible	Laboratory Method	470.16325	Acinetobacter baumannii 230_ax	Disk diffusion	470		
doripenem	1	Susceptible	Laboratory Method	470.7471	Acinetobacter baumannii strain MRSN11757	Broth dilution	470	=	mg/L
tigecycline	2	Susceptible	Laboratory Method	470.7493	Acinetobacter baumannii strain MRSN11788	Broth dilution	470	=	mg/L
tobramycin	4	Susceptible	Laboratory Method	470.7849	Acinetobacter baumannii strain MRSN7454	Broth dilution	470	=	mg/L
minocycline	2	Susceptible	Laboratory Method	470.2300	Acinetobacter baumannii strain CCF65		470	<=	mg/L
imipenem	1	Susceptible	Laboratory Method	470.8050	Acinetobacter baumannii strain MRSN7794	Broth dilution	470	<=	mg/L
amikacin	16	Susceptible	Laboratory Method	470.7514	Acinetobacter baumannii strain MRSN11823	Broth dilution	470	<=	mg/L
levofloxacin		Susceptible	Laboratory Method	470.6191	Acinetobacter baumannii strain AB_363	Disk diffusion	470		
meropenem	0.25	Susceptible	Laboratory Method	470.7557	Acinetobacter baumannii strain MRSN15087	Broth dilution	470	<=	mg/L
doxycycline		Susceptible	Laboratory Method	470.6183	Acinetobacter baumannii strain AB_221	Disk diffusion	470		
doripenem	1	Susceptible	Laboratory Method	470.7748	Acinetobacter baumannii strain MRSN7310	Broth dilution	470	=	mg/L
ceftazidime	8	Susceptible	Laboratory Method	470.7519	Acinetobacter baumannii strain MRSN1339	Broth dilution	470	=	mg/L
tetracycline	2	Susceptible	Laboratory Method	470.7616	Acinetobacter baumannii strain MRSN7127	Broth dilution	470	<=	mg/L
meropenem	1	Susceptible	Laboratory Method	470.8079	Acinetobacter baumannii strain MRSN888	Broth dilution	470	=	mg/L
trimethoprim/sulfamethoxazole	2/38	Susceptible	Laboratory Method	470.7937	Acinetobacter baumannii strain MRSN7585	Broth dilution	470	=	mg/L
ampicillin/sulbactam	8/4	Susceptible	Laboratory Method	470.7510	Acinetobacter baumannii strain MRSN11819	Broth dilution	470	<=	mg/L
ciprofloxacin	0.5	Susceptible	Laboratory Method	470.7542	Acinetobacter baumannii strain MRSN15070	Broth dilution	470	<=	mg/L
trimethoprim/sulfamethoxazole	22	Susceptible	Laboratory Method	470.22918	Acinetobacter baumannii MGL_179	Disk diffusion	470		mm
colistin	1	Susceptible	Laboratory Method	470.7366	Acinetobacter baumannii strain BL17	Broth dilution	470	=	mg/L
colistin		Susceptible	Laboratory Method	470.16320	Acinetobacter baumannii 187_c	Disk diffusion	470		
gentamicin		Susceptible	Laboratory Method	470.4834	Acinetobacter baumannii strain KCRI-33 strain RDK36_33	Disk diffusion	470		
tigecycline	0.5	Susceptible	Laboratory Method	470.1554	Acinetobacter baumannii strain MRSN16882	Broth dilution	470	<=	mg/L
tobramycin	4	Susceptible	Laboratory Method	470.7813	Acinetobacter baumannii strain MRSN7394	Broth dilution	470	=	mg/L
ampicillin/sulbactam	8/4	Susceptible	Laboratory Method	470.8071	Acinetobacter baumannii strain MRSN7834	Broth dilution	470	<=	mg/L
tobramycin	2	Susceptible	Laboratory Method	470.7534	Acinetobacter baumannii strain MRSN15046	Broth dilution	470	=	mg/L
imipenem	4	Susceptible	Laboratory Method	470.7537	Acinetobacter baumannii strain MRSN15064	Broth dilution	470	=	mg/L
gentamicin	1	Susceptible	Laboratory Method	470.7867	Acinetobacter baumannii strain MRSN7475	Broth dilution	470	<=	mg/L
ampicillin/sulbactam	4/2	Susceptible	Laboratory Method	470.7813	Acinetobacter baumannii strain MRSN7394	Broth dilution	470	=	mg/L
ampicillin/sulbactam	8/4	Susceptible	Laboratory Method	470.7644	Acinetobacter baumannii strain MRSN7161	Broth dilution	470	=	mg/L
imipenem		Susceptible	Laboratory Method	470.16244	Acinetobacter baumannii BAL_283	Disk diffusion	470		
ampicillin/sulbactam	8/4	Susceptible	Laboratory Method	470.7476	Acinetobacter baumannii strain MRSN11763	Broth dilution	470	=	mg/L
tobramycin	4	Susceptible	Laboratory Method	470.7751	Acinetobacter baumannii strain MRSN7314	Broth dilution	470	=	mg/L
tobramycin	1	Susceptible	Laboratory Method	470.7523	Acinetobacter baumannii strain MRSN1439	Broth dilution	470	<=	mg/L
ampicillin/sulbactam	2/1	Susceptible	Laboratory Method	470.7571	Acinetobacter baumannii strain MRSN2009	Broth dilution	470	<=	mg/L
gentamicin	1	Susceptible	Laboratory Method	470.7523	Acinetobacter baumannii strain MRSN1439	Broth dilution	470	<=	mg/L
gentamicin		Susceptible	Laboratory Method	470.4831	Acinetobacter baumannii strain KCRI-123C strain R0004_123C	Disk diffusion	470		
ampicillin/sulbactam	2/1	Susceptible	Laboratory Method	470.7542	Acinetobacter baumannii strain MRSN15070	Broth dilution	470	<=	mg/L
doxycycline		Susceptible	Laboratory Method	470.6186	Acinetobacter baumannii strain AB_397	Disk diffusion	470		
colistin		Susceptible	Laboratory Method	470.8392	Acinetobacter baumannii strain Pesh-27		470		
tobramycin	1	Susceptible	Laboratory Method	470.7616	Acinetobacter baumannii strain MRSN7127	Broth dilution	470	<=	mg/L
tobramycin	2	Susceptible	Laboratory Method	470.8052	Acinetobacter baumannii strain MRSN7798	Broth dilution	470	=	mg/L
cefotaxime	2	Susceptible	Laboratory Method	470.7577	Acinetobacter baumannii strain MRSN2830	Broth dilution	470	<=	mg/L
gentamicin		Susceptible	Laboratory Method	470.639	Acinetobacter baumannii ABUH392536		470		
ampicillin/sulbactam	4/2	Susceptible	Laboratory Method	470.7466	Acinetobacter baumannii strain MRSN11749	Broth dilution	470	=	mg/L
amikacin	16	Susceptible	Laboratory Method	470.1552	Acinetobacter baumannii strain MRSN16898	Broth dilution	470	<=	mg/L
ceftriaxone	8	Susceptible	Laboratory Method	470.7947	Acinetobacter baumannii strain MRSN7600	Broth dilution	470	=	mg/L
meropenem	4	Susceptible	Laboratory Method	470.7855	Acinetobacter baumannii strain MRSN7459	Broth dilution	470	<=	mg/L
ciprofloxacin	1	Susceptible	Laboratory Method	470.1558	Acinetobacter baumannii strain MRSN20755	Broth dilution	470	=	mg/L
imipenem	1	Susceptible	Laboratory Method	470.7872	Acinetobacter baumannii strain MRSN7482	Broth dilution	470	<=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.7366	Acinetobacter baumannii strain BL17	Broth dilution	470	=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.7624	Acinetobacter baumannii strain MRSN7137	Broth dilution	470	<=	mg/L
ampicillin/sulbactam	4/2	Susceptible	Laboratory Method	470.7987	Acinetobacter baumannii strain MRSN7673	Broth dilution	470	=	mg/L
imipenem	4	Susceptible	Laboratory Method	470.8053	Acinetobacter baumannii strain MRSN7799	Broth dilution	470	=	mg/L
colistin		Susceptible	Laboratory Method	470.8395	Acinetobacter baumannii strain Pesh-05		470		
tobramycin	4	Susceptible	Laboratory Method	470.7817	Acinetobacter baumannii strain MRSN7402	Broth dilution	470	=	mg/L
tetracycline	2	Susceptible	Laboratory Method	470.7865	Acinetobacter baumannii strain MRSN7472	Broth dilution	470	<=	mg/L
ampicillin/sulbactam	4/2	Susceptible	Laboratory Method	470.7526	Acinetobacter baumannii strain MRSN1461	Broth dilution	470	=	mg/L
meropenem	1	Susceptible	Laboratory Method	470.7569	Acinetobacter baumannii strain MRSN1992	Broth dilution	470	=	mg/L
gentamicin	2	Susceptible	Laboratory Method	470.7975	Acinetobacter baumannii strain MRSN7655	Broth dilution	470	=	mg/L
levofloxacin	1	Susceptible	Laboratory Method	470.8056	Acinetobacter baumannii strain MRSN7807	Broth dilution	470	<=	mg/L
imipenem	1	Susceptible	Laboratory Method	470.8028	Acinetobacter baumannii strain MRSN7745	Broth dilution	470	<=	mg/L
imipenem	2	Susceptible	Laboratory Method	470.7702	Acinetobacter baumannii strain MRSN7250	Broth dilution	470	=	mg/L
ceftazidime	4	Susceptible	Laboratory Method	470.7509	Acinetobacter baumannii strain MRSN11816	Broth dilution	470	=	mg/L
tobramycin	4	Susceptible	Laboratory Method	470.7519	Acinetobacter baumannii strain MRSN1339	Broth dilution	470	<=	mg/L
amikacin	8	Susceptible	Laboratory Method	470.7616	Acinetobacter baumannii strain MRSN7127	Broth dilution	470	<=	mg/L
ampicillin/sulbactam	8/4	Susceptible	Laboratory Method	470.7576	Acinetobacter baumannii strain MRSN2821	Broth dilution	470	<=	mg/L
